	Input x	Input y	KS-d	p-value
510	('LCA', 'Plastic  H  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
511	('LCA', 'Plastic  E  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
512	('LCA', 'Plastic  I  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
513	('LCA', 'Plastic  H  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
514	('LCA', 'Plastic  carcinogenics  CF [kg benzen./kg]')	Alternative B	1.0	1.0825088224469026e-05
515	('LCA', 'Plastic  H  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
516	('LCA', 'Plastic  global warming  CF [kg CO2-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
517	('LCA', 'Plastic  E  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
518	('LCA', 'Plastic  I  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
519	('LCA', 'Plastic  I  resources  total  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
520	('LCA', 'Plastic  E  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
521	('LCA', 'Plastic  H  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
522	('LCA', 'Plastic  E  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
523	('LCA', 'Plastic  I  fossil depletion  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
524	('LCA', 'Plastic  E  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
525	('LCA', 'Plastic  I  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
526	('LCA', 'Plastic  H  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
527	('LCA', 'Plastic  E  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
528	('LCA', 'Plastic  E  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
529	('LCA', 'Plastic  acidification  CF [moles of ./kg]')	Alternative B	0.9	0.00021650176448938054
530	('LCA', 'Plastic  eutrophication  CF [kg N/kg]')	Alternative B	1.0	1.0825088224469026e-05
531	('LCA', 'Plastic  I  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
532	('LCA', 'Plastic  E  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
533	('LCA', 'Plastic  H  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
534	('LCA', 'Plastic  E  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
535	('LCA', 'Plastic  E  resources  total  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
536	('LCA', 'Plastic  H  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
537	('LCA', 'Plastic  E  fossil depletion  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
538	('LCA', 'Plastic  photochemical oxidation  CF [kg NOx-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
539	('LCA', 'Plastic  E  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
540	('LCA', 'Sand  H  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
541	('LCA', 'Sand  E  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
542	('LCA', 'Sand  H  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
543	('LCA', 'Sand  I  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
544	('LCA', 'Sand  H  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
545	('LCA', 'Sand  E  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
546	('LCA', 'Sand  I  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
547	('LCA', 'Sand  E  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
548	('LCA', 'Sand  H  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
549	('LCA', 'Sand  non carcinogenics  CF [kg toluen./kg]')	Alternative B	0.9	0.00021650176448938054
550	('LCA', 'Sand  I  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
551	('LCA', 'Sand  H  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
552	('LCA', 'Sand  ecotoxicity  CF [kg 2,4-D-./kg]')	Alternative B	1.0	1.0825088224469026e-05
553	('LCA', 'Sand  ozone depletion  CF [kg CFC-11./kg]')	Alternative B	1.0	1.0825088224469026e-05
554	('LCA', 'Sand  H  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
555	('LCA', 'Sand  I  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
556	('LCA', 'Sand  H  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
557	('LCA', 'Sand  H  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
558	('LCA', 'Sand  I  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
559	('LCA', 'Sand  respiratory effects average  CF [kg PM2.5-./kg]')	Alternative B	1.0	1.0825088224469026e-05
560	('LCA', 'Sand  E  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
561	('LCA', 'Sand  E  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
562	('LCA', 'Sand  I  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
563	('LCA', 'Sand  E  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
564	('LCA', 'Sand  H  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
565	('LCA', 'Sand  I  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
566	('LCA', 'Sand  I  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
567	('LCA', 'Sand  E  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
568	('LCA', 'Sand  I  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
569	('LCA', 'Sand  H  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
570	('LCA', 'Sand  H  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
571	('LCA', 'Sand  I  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
572	('LCA', 'Sand  I  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
573	('LCA', 'Sand  H  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
574	('LCA', 'Sand  I  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
575	('LCA', 'Sand  E  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
576	('LCA', 'Sand  H  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
577	('LCA', 'Sand  I  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
578	('LCA', 'Sand  H  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
579	('LCA', 'Sand  I  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
580	('LCA', 'Sand  I  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
581	('LCA', 'Sand  E  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
582	('LCA', 'Sand  H  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
583	('LCA', 'Sand  E  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
584	('LCA', 'Sand  I  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
585	('LCA', 'Sand  H  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
586	('LCA', 'Sand  carcinogenics  CF [kg benzen./kg]')	Alternative B	1.0	1.0825088224469026e-05
587	('LCA', 'Sand  H  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
588	('LCA', 'Sand  global warming  CF [kg CO2-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
589	('LCA', 'Sand  E  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
590	('LCA', 'Sand  I  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
591	('LCA', 'Sand  I  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
592	('LCA', 'Sand  E  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
593	('LCA', 'Sand  H  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
594	('LCA', 'Sand  E  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
595	('LCA', 'Sand  I  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
596	('LCA', 'Sand  E  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
597	('LCA', 'Sand  I  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
598	('LCA', 'Sand  H  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
599	('LCA', 'Sand  E  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
600	('LCA', 'Sand  E  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
601	('LCA', 'Sand  acidification  CF [moles of ./kg]')	Alternative B	1.0	1.0825088224469026e-05
602	('LCA', 'Sand  eutrophication  CF [kg N/kg]')	Alternative B	1.0	1.0825088224469026e-05
603	('LCA', 'Sand  I  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
604	('LCA', 'Sand  E  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
605	('LCA', 'Sand  H  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
606	('LCA', 'Sand  E  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
607	('LCA', 'Sand  E  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
608	('LCA', 'Sand  H  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
609	('LCA', 'Sand  E  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
610	('LCA', 'Sand  photochemical oxidation  CF [kg NOx-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
611	('LCA', 'Sand  E  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
612	('LCA', 'Stainless steel  H  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
613	('LCA', 'Stainless steel  E  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
614	('LCA', 'Stainless steel  H  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
615	('LCA', 'Stainless steel  I  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
616	('LCA', 'Stainless steel  H  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
617	('LCA', 'Stainless steel  E  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
618	('LCA', 'Stainless steel  I  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
619	('LCA', 'Stainless steel  E  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
620	('LCA', 'Stainless steel  H  metal depletion  CF [points/kg]')	Alternative B	0.5	0.16782134274394334
621	('LCA', 'Stainless steel  non carcinogenics  CF [kg toluen./kg]')	Alternative B	1.0	1.0825088224469026e-05
622	('LCA', 'Stainless steel  I  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
623	('LCA', 'Stainless steel  H  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
624	('LCA', 'Stainless steel  ecotoxicity  CF [kg 2,4-D-./kg]')	Alternative B	1.0	1.0825088224469026e-05
625	('LCA', 'Stainless steel  ozone depletion  CF [kg CFC-11./kg]')	Alternative B	1.0	1.0825088224469026e-05
626	('LCA', 'Stainless steel  H  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
627	('LCA', 'Stainless steel  I  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
628	('LCA', 'Stainless steel  H  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
629	('LCA', 'Stainless steel  H  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
630	('LCA', 'Stainless steel  I  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
631	('LCA', 'Stainless steel  respiratory effects average  CF [kg PM2.5-./kg]')	Alternative B	1.0	1.0825088224469026e-05
632	('LCA', 'Stainless steel  E  metal depletion  CF [points/kg]')	Alternative B	0.5	0.16782134274394334
633	('LCA', 'Stainless steel  E  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
634	('LCA', 'Stainless steel  I  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
635	('LCA', 'Stainless steel  E  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
636	('LCA', 'Stainless steel  H  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
637	('LCA', 'Stainless steel  I  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
638	('LCA', 'Stainless steel  I  human health  total  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
639	('LCA', 'Stainless steel  E  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
640	('LCA', 'Stainless steel  I  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
641	('LCA', 'Stainless steel  H  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
642	('LCA', 'Stainless steel  H  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
643	('LCA', 'Stainless steel  I  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
644	('LCA', 'Stainless steel  I  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
645	('LCA', 'Stainless steel  H  resources  total  CF [points/kg]')	Alternative B	0.7	0.012340600575894691
646	('LCA', 'Stainless steel  I  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
647	('LCA', 'Stainless steel  E  human health  total  CF [points/kg]')	Alternative B	0.8	0.002056766762649115
648	('LCA', 'Stainless steel  H  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
649	('LCA', 'Stainless steel  I  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
650	('LCA', 'Stainless steel  H  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
651	('LCA', 'Stainless steel  I  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
652	('LCA', 'Stainless steel  I  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
653	('LCA', 'Stainless steel  E  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
654	('LCA', 'Stainless steel  H  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
655	('LCA', 'Stainless steel  E  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
656	('LCA', 'Stainless steel  I  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
657	('LCA', 'Stainless steel  H  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
658	('LCA', 'Stainless steel  carcinogenics  CF [kg benzen./kg]')	Alternative B	1.0	1.0825088224469026e-05
659	('LCA', 'Stainless steel  H  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
660	('LCA', 'Stainless steel  global warming  CF [kg CO2-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
661	('LCA', 'Stainless steel  E  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
662	('LCA', 'Stainless steel  I  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
663	('LCA', 'Stainless steel  I  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
664	('LCA', 'Stainless steel  E  ecosystem quality  total  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
665	('LCA', 'Stainless steel  H  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
666	('LCA', 'Stainless steel  E  human toxicity  CF [points/kg]')	Alternative B	0.5	0.16782134274394334
667	('LCA', 'Stainless steel  I  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
668	('LCA', 'Stainless steel  E  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
669	('LCA', 'Stainless steel  I  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
670	('LCA', 'Stainless steel  H  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
671	('LCA', 'Stainless steel  E  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
672	('LCA', 'Stainless steel  E  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
673	('LCA', 'Stainless steel  acidification  CF [moles of ./kg]')	Alternative B	1.0	1.0825088224469026e-05
674	('LCA', 'Stainless steel  eutrophication  CF [kg N/kg]')	Alternative B	1.0	1.0825088224469026e-05
675	('LCA', 'Stainless steel  I  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
676	('LCA', 'Stainless steel  E  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
677	('LCA', 'Stainless steel  H  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
678	('LCA', 'Stainless steel  E  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
679	('LCA', 'Stainless steel  E  resources  total  CF [points/kg]')	Alternative B	0.7	0.012340600575894691
680	('LCA', 'Stainless steel  H  human health  total  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
681	('LCA', 'Stainless steel  E  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
682	('LCA', 'Stainless steel  photochemical oxidation  CF [kg NOx-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
683	('LCA', 'Stainless steel  E  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
684	('LCA', 'Stainless steel sheet  H  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
685	('LCA', 'Stainless steel sheet  E  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
686	('LCA', 'Stainless steel sheet  H  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
687	('LCA', 'Stainless steel sheet  I  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
688	('LCA', 'Stainless steel sheet  H  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
689	('LCA', 'Stainless steel sheet  E  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
690	('LCA', 'Stainless steel sheet  I  metal depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
691	('LCA', 'Stainless steel sheet  E  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
692	('LCA', 'Stainless steel sheet  H  metal depletion  CF [points/kg]')	Alternative B	0.6	0.05244755244755244
693	('LCA', 'Stainless steel sheet  non carcinogenics  CF [kg toluen./kg]')	Alternative B	1.0	1.0825088224469026e-05
694	('LCA', 'Stainless steel sheet  I  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
695	('LCA', 'Stainless steel sheet  H  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
696	('LCA', 'Stainless steel sheet  ecotoxicity  CF [kg 2,4-D-./kg]')	Alternative B	1.0	1.0825088224469026e-05
697	('LCA', 'Stainless steel sheet  ozone depletion  CF [kg CFC-11./kg]')	Alternative B	1.0	1.0825088224469026e-05
698	('LCA', 'Stainless steel sheet  H  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
699	('LCA', 'Stainless steel sheet  I  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
700	('LCA', 'Stainless steel sheet  H  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
701	('LCA', 'Stainless steel sheet  H  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
702	('LCA', 'Stainless steel sheet  I  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
703	('LCA', 'Stainless steel sheet  respiratory effects average  CF [kg PM2.5-./kg]')	Alternative B	1.0	1.0825088224469026e-05
704	('LCA', 'Stainless steel sheet  E  metal depletion  CF [points/kg]')	Alternative B	0.6	0.05244755244755244
705	('LCA', 'Stainless steel sheet  E  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
706	('LCA', 'Stainless steel sheet  I  human toxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
707	('LCA', 'Stainless steel sheet  E  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
708	('LCA', 'Stainless steel sheet  H  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
709	('LCA', 'Stainless steel sheet  I  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
710	('LCA', 'Stainless steel sheet  I  human health  total  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
711	('LCA', 'Stainless steel sheet  E  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
712	('LCA', 'Stainless steel sheet  I  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
713	('LCA', 'Stainless steel sheet  H  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
714	('LCA', 'Stainless steel sheet  H  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
715	('LCA', 'Stainless steel sheet  I  urban land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
716	('LCA', 'Stainless steel sheet  I  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
717	('LCA', 'Stainless steel sheet  H  resources  total  CF [points/kg]')	Alternative B	0.8	0.002056766762649115
718	('LCA', 'Stainless steel sheet  I  all  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
719	('LCA', 'Stainless steel sheet  E  human health  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
720	('LCA', 'Stainless steel sheet  H  ozone depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
721	('LCA', 'Stainless steel sheet  I  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
722	('LCA', 'Stainless steel sheet  H  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
723	('LCA', 'Stainless steel sheet  I  ecosystem quality  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
724	('LCA', 'Stainless steel sheet  I  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
725	('LCA', 'Stainless steel sheet  E  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
726	('LCA', 'Stainless steel sheet  H  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
727	('LCA', 'Stainless steel sheet  E  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
728	('LCA', 'Stainless steel sheet  I  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
729	('LCA', 'Stainless steel sheet  H  climate change human health  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
730	('LCA', 'Stainless steel sheet  carcinogenics  CF [kg benzen./kg]')	Alternative B	1.0	1.0825088224469026e-05
731	('LCA', 'Stainless steel sheet  H  freshwater eutrophication  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
732	('LCA', 'Stainless steel sheet  global warming  CF [kg CO2-Eq/kg]')	Alternative B	1.0	1.0825088224469026e-05
733	('LCA', 'Stainless steel sheet  E  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
734	('LCA', 'Stainless steel sheet  I  ionising radiation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
735	('LCA', 'Stainless steel sheet  I  resources  total  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
736	('LCA', 'Stainless steel sheet  E  ecosystem quality  total  CF [points/kg]')	Alternative B	0.9	0.00021650176448938054
737	('LCA', 'Stainless steel sheet  H  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
738	('LCA', 'Stainless steel sheet  E  human toxicity  CF [points/kg]')	Alternative B	0.7	0.012340600575894691
739	('LCA', 'Stainless steel sheet  I  fossil depletion  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
740	('LCA', 'Stainless steel sheet  E  agricultural land occupation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
741	('LCA', 'Stainless steel sheet  I  climate change ecosystems  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
742	('LCA', 'Stainless steel sheet  H  natural land transformation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
743	('LCA', 'Stainless steel sheet  E  marine ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
744	('LCA', 'Stainless steel sheet  E  terrestrial ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
745	('LCA', 'Stainless steel sheet  acidification  CF [moles of ./kg]')	Alternative B	1.0	1.0825088224469026e-05
746	('LCA', 'Stainless steel sheet  eutrophication  CF [kg N/kg]')	Alternative B	1.0	1.0825088224469026e-05
747	('LCA', 'Stainless steel sheet  I  terrestrial acidification  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
748	('LCA', 'Stainless steel sheet  E  particulate matter formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
749	('LCA', 'Stainless steel sheet  H  freshwater ecotoxicity  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
750	('LCA', 'Stainless steel sheet  E  photochemical oxidant formation  CF [points/kg]')	Alternative B	1.0	1.0825088224469026e-05
751	('LCA', 'Stainless steel sheet  E  resources  total  CF [points/kg]')	Alternative B	0.8	0.002056766762649115
